Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids,Energy(Kcal),Protein(g),Total fat(g),Carbohydrates(g),Total Dietary Fibre(g),Vitamin A(µg),Vitamin D(µg),Viatmin K(µg),Vitamin E(mg),Calcium(mg),Phosphorus(mg),Magnesium(mg),Sodium(mg),Potassium(mg),Saturated Fatty Acids(mg),Monounsaturated Fatty Acids(mg),Polyunsaturated Fatty Acids(mg),Free sugar(g),Starch(g),Meal Time
Vegetable Fried Rice,"Wambatu Moju, Devilled Chicken, Ala Badun, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Devilled Chicken, Ala Badun, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, chilli,  Ginger","400.0, 80.0, 160.0, 22.0, 12.0, 10.0, 80.0, 40.0, 34.0, 150.0, 30.0, 15.0, 0.75, 40.0, 80.0, 60.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLH006, SLB006, SLJ002, SLK012, SLK002",10500,191.36,858.6,482.4,158.68,10756.24,554.88,2575.4,19.32,3261.04,2544.04,1734.76,560.6,11968,9664.64,6340.52,10905.32,28.48,393.8,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Ala Badun, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Ala Badun, Tapioca Chips, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Potato,  Oil,  Salt, chilli, Tapioca,  chillies,  Ginger","400.0, 80.0, 170.0, 60.0, 12.0, 35.0, 160.0, 15.0, 140.0, 110.0, 100.0, 40.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLB006, SLJ002, SLB011,  SLJ002,  SLK002, SLK012, SLK002",10812,195.04,859.36,552.72,177.68,10756.24,555.4,2575.4,20,3340.16,2723.64,1829.68,603.6,13072,9898.6,6380.04,11239.8,37.24,454.76,Lunch/Dinner
Vegetable Fried Rice,"Parippu, Cashew Curry, Ginger Chicken, Vegetable Balls","Vegetable Fried Rice with Parippu, Cashew Curry, Ginger Chicken, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Cashew,  Chillies, Chicken,  Ginger, Carrot,  leeks,  Jackfruit,  Potatoes","400.0, 80.0, 80.0, 60.0, 12.0, 10.0, 190.0, 20.0, 0.75, 125.0, 20.0, 100.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLI004,  SLI005, SLK002, SLH006, SLK012,  SLD055,  SLD049,  SLB006,  SLK018",11368,368.88,679.68,912.72,316.32,10900.08,641.08,2635.56,38.6,4000.84,6888.16,4111.4,767.24,25840,48463.36,124010.2,57372.24,47.28,760.88,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Devilled Chicken, Devilled Fish","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Devilled Chicken, Devilled Fish","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Fish","400.0, 80.0, 80.0, 90.0, 12.0, 35.0, 280.0, 150.0, 30.0, 15.0, 0.75, 20.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF006",6236,166.64,451.32,363.32,116.44,10543.52,520.8,2358.04,16.76,3057.96,1887.52,1252.04,485.6,6684,7699.36,5821.2,7164.24,17.88,325.28,Lunch/Dinner
Vegetable Fried Rice,"Parippu, Devilled Chicken, Devilled Fish, Vegetable Cutlets","Vegetable Fried Rice with Parippu, Devilled Chicken, Devilled Fish, Vegetable Cutlets","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken,  Chili,  Curry leaves, salt, Onion, Fish, Carrot,  Potatoes,  Chillies","400.0, 80.0, 80.0, 60.0, 12.0, 10.0, 40.0, 20.0, 0.75, 250.0, 50.0, 25.0, 1.25, 40.0, 20.0, 30.0, 40.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLH006, SLF006,  SLB006,  SLK002",8668,276.96,492.76,753.44,264,10687.36,592.64,2419.92,30.04,3701.08,4315.52,2636.04,672.8,20140,16435.36,10857.2,24840.24,25.52,657.44,Lunch/Dinner
Vegetable Fried Rice,"Wambatu Moju, Ginger Chicken, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Ginger Chicken, Tapioca Chips, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Ginger,  Chillies, Tapioca,  Oil,  Salt,  chillies","400.0, 80.0, 100.0, 22.0, 12.0, 10.0, 80.0, 40.0, 19.0, 200.0, 100.0, 20.0, 100.0, 40.0, 20.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLH006, SLK012, SLK002, SLB011,  SLJ002,  SLK002",6928,188.36,458.36,492.36,170.8,10756.24,554.64,2565.4,19.8,3300.84,2491.76,1734.32,587.28,10908,9349.32,6289.72,10678.72,35.88,409.24,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Ginger Chicken, Fish Cutlets, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Ginger Chicken, Fish Cutlets, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Fish,  Potatoes, Carrot,  leeks,  Jackfruit","400.0, 80.0, 80.0, 60.0, 12.0, 25.0, 160.0, 150.0, 175.0, 20.0, 70.0, 10.0, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLF034,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018",7032,256.2,471.12,422.04,151.8,10813.92,554.12,2569,25.8,3395.24,3156.16,1762.96,887.56,11080,15931.36,9546.2,12384.24,27.12,348.28,Lunch/Dinner
Vegetable Fried Rice,"Parippu, Wambatu Moju, Green Pea Curry, potatoe cheese Balls","Vegetable Fried Rice with Parippu, Wambatu Moju, Green Pea Curry, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Green pea,  Chillies, cheese,  Potatoes,  pepper","400.0, 80.0, 95.0, 61.5, 12.0, 10.0, 140.0, 20.0, 0.75, 60.0, 30.0, 6.0, 50.0, 10.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLD017, SLD084, SLC007,  SLI005, SLK002, SLG002,  SLB006,  SLK018",10800,360.4,575.64,1007.4,350.08,11682.48,624.24,2434.04,31.52,6689.68,7422.84,3286.96,5828.76,24956,14883.36,7152.52,27720.24,32.04,845.04,Lunch/Dinner
Vegetable Fried Rice,"Wambatu Moju, Chicken Curry, Ginger Chicken, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Chicken Curry, Ginger Chicken, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Coconut milk,  Ginger,  Chillies","400.0, 80.0, 100.0, 52.0, 12.0, 10.0, 80.0, 40.0, 29.0, 120.0, 150.0, 75.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLH006, SLK012, SLK002",6616,184.68,457.6,422.04,151.8,10756.24,554.12,2565.4,19.12,3221.72,2312.16,1639.4,544.28,9804,9115.36,6250.2,10344.24,27.12,348.28,Lunch/Dinner
Vegetable Fried Rice,"Devilled Fish, Green Pea Curry, Ginger Chicken, potatoe cheese Balls","Vegetable Fried Rice with Devilled Fish, Green Pea Curry, Ginger Chicken, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Green pea,  Coconut milk,  Chillies, Chicken,  Ginger, cheese,  Potatoes,  pepper","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 200.0, 40.0, 20.0, 1.0, 60.0, 150.0, 125.0, 20.0, 100.0, 10.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF006, SLC007,  SLI005, SLK002, SLH006, SLK012, SLG002,  SLB006,  SLK018",9296,351.56,574.4,655,220.92,11626.24,568.56,2613,20.56,6189.56,5888.16,2223.4,5810.16,14312,10155.36,6336.96,12876.24,29.64,528.2,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Ginger Chicken, Tapioca Chips","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Ginger Chicken, Tapioca Chips","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Tapioca,  Oil,  Salt,  chillies","400.0, 80.0, 80.0, 60.0, 12.0, 65.0, 160.0, 150.0, 30.0, 15.0, 0.75, 100.0, 50.0, 10.0, 50.0, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLB011,  SLJ002,  SLK002",6928,188.36,458.36,492.36,170.8,10756.24,554.64,2565.4,19.8,3300.84,2491.76,1734.32,587.28,10908,9349.32,6289.72,10678.72,35.88,409.24,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Ala Badun, Cashew Curry","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Ala Badun, Cashew Curry","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, chilli, Cashew","400.0, 80.0, 140.0, 60.0, 12.0, 25.0, 170.0, 150.0, 30.0, 15.0, 0.75, 40.0, 80.0, 60.0, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLB006, SLJ002, SLI004,  SLI005, SLK002",12596,256.32,1036,545.24,157.24,10696.16,553.84,2469.44,24.12,3314.28,4506.72,2583.04,549.44,12944,39380.64,118780.08,38845.32,35.76,458.92,Lunch/Dinner
Vegetable Fried Rice,"Parippu, Devilled Chicken, Ginger Chicken, Vegetable Cutlets","Vegetable Fried Rice with Parippu, Devilled Chicken, Ginger Chicken, Vegetable Cutlets","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Carrot,  Potatoes","400.0, 80.0, 80.0, 60.0, 12.0, 10.0, 40.0, 20.0, 40.75, 150.0, 30.0, 15.0, 0.75, 100.0, 90.0, 10.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLH006, SLK012, SLK002,  SLB006,  SLK002",9048,295,499.04,812.16,299.36,10900.08,625.96,2627.28,32.4,3864.84,4740.16,3023.4,731.48,23260,17851.36,11286.2,28020.24,34.76,680.44,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Ginger Chicken, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Ginger Chicken, Tapioca Chips, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Tapioca,  Oil,  Salt,  chillies","500.0, 100.0, 100.0, 75.0, 15.0, 102.5, 200.0, 200.0, 40.0, 20.0, 1.0, 200.0, 100.0, 20.0, 100.0, 40.0, 20.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLB011,  SLJ002,  SLK002",8660,235.45,572.95,615.45,213.5,13445.3,693.3,3206.75,24.75,4126.05,3114.7,2167.9,734.1,13635,11686.65,7862.15,13348.4,44.85,511.55,Lunch/Dinner
Vegetable Fried Rice,"Parippu, Ala Badun, Green Pea Curry, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Parippu, Ala Badun, Green Pea Curry, Vegetable Cutlets, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Potato,  Oil,  Salt, chilli, Green pea,  Chillies, Carrot,  Potatoes, cheese","500.0, 100.0, 220.0, 75.0, 15.0, 12.5, 80.0, 25.0, 1.0, 160.0, 120.0, 150.0, 75.0, 90.0, 80.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLB006, SLJ002, SLC007,  SLI005, SLK002,  SLB006,  SLK002, SLG002,  SLK018",18355,458.85,1220.8,1334.7,446.2,14603.1,781.25,3055.05,39.65,8411.25,9568.4,4227.9,7306.35,33900,19290.8,9053.55,35351.65,41.75,1113.2,Lunch/Dinner
Vegetable Fried Rice,"Cashew Curry, Green Pea Curry, Fish Cutlets, Vegetable Cutlets, Tapioca Chips","Vegetable Fried Rice with Cashew Curry, Green Pea Curry, Fish Cutlets, Vegetable Cutlets, Tapioca Chips","Rice,  Vegetables, onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies, Green pea, Fish,  Potatoes, Carrot, Tapioca,  Oil,  Salt,  chillies","500.0, 100.0, 100.0, 25.0, 15.0, 12.5, 450.0, 455.0, 40.0, 30.0, 150.0, 20.0, 10.0, 50.0, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002, SLC007, SLF034,  SLB006,  SLK002, SLB011,  SLJ002",12370,400.2,770.05,926.85,298.1,13505.4,710.05,2980.05,39.75,4829,7428.05,4011.8,1059.5,20575,54761.65,147720.05,52213.4,57.1,817.85,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Ginger Chicken, Fish Cutlets, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Ginger Chicken, Fish Cutlets, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Fish,  Potatoes","500.0, 100.0, 100.0, 115.0, 15.0, 57.5, 360.0, 200.0, 200.0, 20.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLF034,  SLB006,  SLK002",8790,320.25,588.9,527.55,189.75,13517.4,692.65,3211.25,32.25,4244.05,3945.2,2203.7,1109.45,13850,19914.2,11932.75,15480.3,33.9,435.35,Lunch/Dinner
Vegetable Fried Rice,"Devilled Chicken, Green Pea Curry, Fish Cutlets, Vegetable Cutlets, Ginger Chicken","Vegetable Fried Rice with Devilled Chicken, Green Pea Curry, Fish Cutlets, Vegetable Cutlets, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion, Green pea,  Coconut milk,  Chillies, Fish,  Potatoes, Carrot,  Ginger","500.0, 100.0, 100.0, 25.0, 15.0, 22.5, 250.0, 50.0, 25.0, 1.25, 80.0, 200.0, 355.0, 30.0, 150.0, 20.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLC007,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLK012",10240,430.1,593.55,760.4,276.15,13614.9,710.7,3270.75,34.05,4738.85,5635.2,2933.7,1171.8,19485,21214.2,12041.2,18645.3,37.05,660.25,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Wambatu Moju, Chicken Curry, Ginger Chicken, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Wambatu Moju, Chicken Curry, Ginger Chicken, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, tomato sause,  Ginger,  Chillies, cheese,  Potatoes,  pepper","500.0, 100.0, 120.0, 107.0, 15.0, 31.5, 320.0, 20.0, 80.0, 40.0, 100.0, 50.0, 10.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLD017, SLD084, SLK012, SLK002, SLG002,  SLB006,  SLK018",10170,329.6,713.35,585.9,189.75,14435.3,692.65,3206.75,23.9,7242.15,5670.2,2049.25,7200.35,12255,11394.2,7812.75,12930.3,33.9,435.35,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Devilled Fish, Ala Badun, Ginger Chicken, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Ala Badun, Ginger Chicken, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, chilli,  Ginger,  Chillies","500.0, 100.0, 190.0, 75.0, 15.0, 87.5, 200.0, 20.0, 200.0, 40.0, 20.0, 1.0, 60.0, 120.0, 90.0, 100.0, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF006, SLB006, SLJ002, SLK012, SLK002",13125,239.2,1073.25,603,198.35,13445.3,693.6,3219.25,24.15,4076.3,3180.05,2168.45,700.75,14960,12080.8,7925.65,13631.65,35.6,492.25,Lunch/Dinner
Vegetable Fried Rice,"Parippu, Wambatu Moju, Devilled Chicken, Devilled Fish, Cashew Curry","Vegetable Fried Rice with Parippu, Wambatu Moju, Devilled Chicken, Devilled Fish, Cashew Curry","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Chicken,  Chili,  Curry leaves, salt, Onion, Fish, Cashew,  Chillies","500.0, 100.0, 120.0, 77.0, 15.0, 12.5, 100.0, 25.0, 1.0, 80.0, 40.0, 9.0, 250.0, 50.0, 25.0, 1.25, 40.0, 20.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLD017, SLD084, SLH006, SLF006, SLI004,  SLI005, SLK002",13930,449.95,845.55,1093.75,372.4,13550,781.15,3151.65,46.5,4897.6,8378.55,4839.6,900.4,30295,59459.2,154657.2,69950.3,52.55,931.95,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Fish Cutlets, Tapioca Chips, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Fish Cutlets, Tapioca Chips, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Fish,  Potatoes,  Chillies, Tapioca,  Oil,  Salt,  chillies, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 75.0, 15.0, 32.5, 200.0, 200.0, 40.0, 20.0, 1.0, 60.0, 100.0, 150.0, 20.0, 100.0, 40.0, 20.0, 10.0, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF034,  SLB006,  SLK002, SLB011,  SLJ002,  SLD055,  SLD049,  SLK018",8705,302.3,582,542.05,169.3,13251.5,651.65,2952.05,30.15,4138.25,3638.9,1838.15,1089.85,11330,18436.65,11445.9,11923.4,33.3,482.8,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Cashew Curry, Ginger Chicken, Tapioca Chips, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Cashew Curry, Ginger Chicken, Tapioca Chips, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Cashew,  Chillies,  Ginger, Tapioca,  Oil,  Salt,  chillies, cheese,  Potatoes,  pepper","500.0, 100.0, 100.0, 75.0, 15.0, 42.5, 400.0, 20.0, 175.0, 150.0, 20.0, 100.0, 40.0, 20.0, 10.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLI004,  SLI005, SLK002, SLK012, SLB011,  SLJ002,  SLK002, SLG002,  SLB006,  SLK018",13460,426.55,940.1,799.5,234.7,14435.3,712.2,3217.1,32.5,7511.05,8579.7,3527.9,7298.8,16860,49951.65,148767.15,50038.4,60.5,612.1,Lunch/Dinner
Vegetable Fried Rice,"Devilled Fish, Green Pea Curry, Ginger Chicken, potatoe cheese Balls, Ginger Chicken","Vegetable Fried Rice with Devilled Fish, Green Pea Curry, Ginger Chicken, potatoe cheese Balls, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Green pea,  Coconut milk,  Chillies, Chicken,  Ginger, cheese,  Potatoes,  pepper","500.0, 100.0, 100.0, 25.0, 15.0, 12.5, 250.0, 50.0, 25.0, 1.25, 80.0, 200.0, 200.0, 40.0, 200.0, 20.0, 60.0, 120.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF006, SLC007,  SLI005, SLK002, SLH006, SLK012, SLG002,  SLB006,  SLK018",11620,439.45,718,818.75,276.15,14532.8,710.7,3266.25,25.7,7736.95,7360.2,2779.25,7262.7,17890,12694.2,7921.2,16095.3,37.05,660.25,Lunch/Dinner
Vegetable Fried Rice,"Wambatu Moju, Devilled Fish, Ala Badun, Fish Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Wambatu Moju, Devilled Fish, Ala Badun, Fish Cutlets, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, chilli,  Potatoes,  Chillies, cheese","500.0, 100.0, 215.0, 27.5, 15.0, 12.5, 100.0, 50.0, 112.0, 200.0, 40.0, 20.0, 1.0, 60.0, 120.0, 90.0, 60.0, 30.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLF006, SLB006, SLJ002, SLF034,  SLB006,  SLK002, SLG002,  SLK018",14190,289.1,1177.45,587.95,154.15,14207.1,651.95,2806.3,28.4,7228.2,5599.25,1737.8,7424.4,11145,14940.8,6589.4,10431.65,24.05,463.5,Lunch/Dinner
Vegetable Fried Rice,"Devilled Fish, Ala Badun, Ginger Chicken, Fish Cutlets, Vegetable Balls","Vegetable Fried Rice with Devilled Fish, Ala Badun, Ginger Chicken, Fish Cutlets, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, chilli, Chicken,  Ginger,  Chillies,  Potatoes, Carrot,  leeks","500.0, 100.0, 220.0, 25.0, 15.0, 112.5, 250.0, 50.0, 25.0, 1.25, 80.0, 160.0, 120.0, 150.0, 75.0, 30.0, 90.0, 20.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF006, SLB006, SLJ002, SLH006, SLK012, SLK002, SLF034,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018",13645,328.6,1090.15,603,198.35,13517.4,693.6,3223.75,32.5,4293.2,4235.05,2322.9,1129.85,16555,20600.8,12045.65,16181.65,35.6,492.25,Lunch/Dinner
Vegetable Fried Rice,"Green Pea Curry, Ginger Chicken, Vegetable Cutlets, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Green Pea Curry, Ginger Chicken, Vegetable Cutlets, Tapioca Chips, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Green pea,  Coconut milk,  Chillies, Chicken,  Ginger, Carrot,  Potatoes, Tapioca,  Oil,  Salt,  chillies","500.0, 100.0, 100.0, 25.0, 15.0, 12.5, 250.0, 370.0, 50.0, 250.0, 30.0, 90.0, 20.0, 100.0, 40.0, 20.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC007,  SLI005, SLK002, SLH006, SLK012,  SLB006,  SLK002, SLB011,  SLJ002",10110,345.3,577.6,848.3,299.9,13542.8,711.35,3266.25,26.55,4620.85,4804.7,2897.9,796.45,19270,12986.65,7970.6,16513.4,48,736.45,Lunch/Dinner
Vegetable Fried Rice,"Parippu, Ala Badun, Ginger Chicken, Fish Cutlets, Vegetable Cutlets","Vegetable Fried Rice with Parippu, Ala Badun, Ginger Chicken, Fish Cutlets, Vegetable Cutlets","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Potato,  Oil,  Salt, chilli, Chicken,  Ginger,  Chillies, Fish,  Potatoes, Carrot","500.0, 100.0, 220.0, 75.0, 15.0, 12.5, 50.0, 25.0, 1.0, 160.0, 120.0, 150.0, 75.0, 30.0, 90.0, 100.0, 30.0, 40.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLB006, SLJ002, SLH006, SLK012, SLK002, SLF034,  SLB006,  SLK002",16685,466.5,1141.95,1090.65,382.8,13697.2,783.4,3301.1,49.1,5097.1,7270.05,4052.9,1363.85,33375,31520.8,18340.65,38276.65,45.15,907.45,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Parippu, Ala Badun, Green Pea Curry, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Parippu, Ala Badun, Green Pea Curry, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder, Potato,  Oil,  Salt, chilli, Green pea,  Chillies, cheese,  Potatoes","500.0, 100.0, 190.0, 115.0, 15.0, 12.5, 260.0, 20.0, 20.0, 0.75, 120.0, 90.0, 100.0, 50.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLC001, SLK019, SLB006, SLJ002, SLC007,  SLI005, SLK002, SLG002,  SLB006,  SLK018",19235,574.55,1267,1334.7,446.2,14637.5,781.25,3213.3,40.8,8486.55,10453.4,4328.8,7458.45,35410,23180.8,13973.55,37126.65,41.75,1113.2,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Devilled Fish, Tapioca Chips, potatoe cheese Balls, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Tapioca Chips, potatoe cheese Balls, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion, Tapioca,  Oil,  Salt,  chillies, cheese,  Potatoes,  pepper, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 75.0, 15.0, 12.5, 200.0, 20.0, 200.0, 40.0, 20.0, 1.0, 60.0, 150.0, 60.0, 30.0, 20.0, 70.0, 120.0, 10.0, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF006, SLB011,  SLJ002,  SLK002, SLG002,  SLB006,  SLK018,  SLD055,  SLD049",10085,311.65,706.45,600.4,169.3,14169.4,651.65,2947.55,21.8,7136.35,5363.9,1683.7,7180.75,9735,9916.65,7325.9,9373.4,33.3,482.8,Lunch/Dinner
