Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Vegetable Fried Rice,"Wambatu Moju, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Wambatu Moju, Vegetable Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause,  Potatoes,  Chillies, cheese,  pepper","100, 50.0, 20, 10.0, 3, 2.5, 20.0, 0.5, 5.0, 100.0, 10.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, ,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Vegetable Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Potatoes,  Chillies, cheese,  pepper","100, 50.0, 20, 5, 8.0, 2.5, 40.0, 10.0, 100.0, 10.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Vegetable Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Potatoes,  Chillies, cheese,  pepper","100, 50.0, 20, 5, 8.0, 2.5, 40.0, 10.0, 100.0, 10.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Ala Badun, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Ala Badun, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Potato,  Oil,  leeks,  Jackfruit,  Potatoes,  pepper","100, 50.0, 20, 35.0, 13.0, 2.5, 40.0, 10.0, 40.0, 10.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLB006, SLJ002,  SLD055,  SLD049"
Vegetable Fried Rice,"Ala Badun, Cashew Curry, Fish Cutlets","Vegetable Fried Rice with Ala Badun, Cashew Curry, Fish Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Potato,  Oil, Cashew,  Coconut milk,  Chillies, Fish,  Potatoes,  Chillies","100, 20, 20, 35.0, 8.0, 2.5, 40.0, 10.0, 50.0, 25.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLB006, SLJ002, SLI004,  SLI005, SLK002, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Green Pea Curry, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Green Pea Curry, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Green pea,  Coconut milk,  Chillies,  Ginger","100, 20, 20, 5, 8.0, 2.5, 90.0, 10.0, 50.0, 25.0, 20.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC007,  SLI005, SLK002, SLK012"
Vegetable Fried Rice,"Wambatu Moju, Vegetable Balls, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Vegetable Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause,  leeks,  Jackfruit,  Potatoes,  pepper, Chicken,  Ginger,  Chillies","100, 50.0, 20, 10.0, 3, 2.5, 20.0, 0.5, 5.0, 50.0, 10.0, 50.0, 25.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, ,  SLD055,  SLD049, SLH006, SLK012, SLK002"
Vegetable Fried Rice,"Wambatu Moju, Fish Cutlets, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Fish Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Fish,  Potatoes,  Chillies, Chicken,  Ginger,  Chillies","100, 20, 20, 10.0, 3, 2.5, 20.0, 0.5, 5.0, 30.0, 50.0, 10.0, 50.0, 25.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLF034,  SLB006,  SLK002, SLH006, SLK012, SLK002"
Vegetable Fried Rice,"Ala Badun, Tapioca Chips, potatoe cheese Balls","Vegetable Fried Rice with Ala Badun, Tapioca Chips, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Potato,  Oil, Tapioca,  Oil,  Salt, cheese,  Potatoes,  pepper","100, 20, 20, 35.0, 8.0, 2.5, 40.0, 10.0, 50.0, 20.0, 10.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLB006, SLJ002, SLB011,  SLJ002,  SLK002, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Devilled Chicken, Devilled Fish, potatoe cheese Balls","Vegetable Fried Rice with Devilled Chicken, Devilled Fish, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili, Fish, cheese,  Potatoes,  pepper","100, 20, 20, 45.0, 3, 17.5, 50.0, 10.0, 50.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLF006, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Ala Badun, Cashew Curry","Vegetable Fried Rice with Chicken Curry, Ala Badun, Cashew Curry","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Potato,  Oil, Cashew,  Coconut milk,  Chillies","100, 20, 20, 35.0, 13.0, 2.5, 40.0, 10.0, 40.0, 10.0, 50.0, 25.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLB006, SLJ002, SLI004,  SLI005, SLK002"
Vegetable Fried Rice,"Devilled Fish, Green Pea Curry, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Devilled Fish, Green Pea Curry, Vegetable Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Fish,  Chili, Green pea,  Coconut milk,  Potatoes,  Chillies, cheese,  pepper","100, 50.0, 20, 25.0, 3, 7.5, 50.0, 15.0, 50.0, 25.0, 100.0, 10.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLF006, SLK002, SLC007,  SLI005,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Devilled Chicken, Cashew Curry, Green Pea Curry, Vegetable Balls","Vegetable Fried Rice with Devilled Chicken, Cashew Curry, Green Pea Curry, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili, Cashew,  Coconut milk, Green pea,  leeks,  Jackfruit,  Potatoes,  pepper","100, 50.0, 20, 25.0, 3, 12.5, 50.0, 25.0, 50.0, 50.0, 50.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLI004,  SLI005, SLC007,  SLD055,  SLD049"
Vegetable Fried Rice,"Parippu, Cashew Curry, Ginger Chicken, Fish Cutlets","Vegetable Fried Rice with Parippu, Cashew Curry, Ginger Chicken, Fish Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Cashew,  Coconut milk,  Chillies, Chicken,  Ginger, Fish,  Potatoes,  Chillies","100, 20, 20, 5, 3, 2.5, 10.0, 10.0, 5.0, 50.0, 25.0, 20.0, 50.0, 25.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLI004,  SLI005, SLK002, SLH006, SLK012, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Devilled Chicken, Fish Cutlets, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Devilled Chicken, Fish Cutlets, Tapioca Chips, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili, Fish,  Potatoes,  Chillies, Tapioca,  Oil,  Ginger","100, 20, 20, 25.0, 3, 12.5, 100.0, 15.0, 30.0, 50.0, 20.0, 50.0, 20.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLF034,  SLB006,  SLK002, SLB011,  SLJ002, SLK012"
Vegetable Fried Rice,"Ala Badun, Ginger Chicken, Fish Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Ala Badun, Ginger Chicken, Fish Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Potato,  Oil, Chicken,  Ginger,  Chillies, Fish,  Potatoes,  Chillies, cheese,  pepper","100, 20, 20, 35.0, 8.0, 2.5, 40.0, 10.0, 50.0, 25.0, 10.0, 30.0, 110.0, 10.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLB006, SLJ002, SLH006, SLK012, SLK002, SLF034,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Ala Badun, Vegetable Cutlets, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Ala Badun, Vegetable Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Potato,  Oil,  Potatoes,  Chillies,  Ginger,  Chillies","100, 50.0, 20, 35.0, 13.0, 2.5, 90.0, 10.0, 40.0, 10.0, 40.0, 10.0, 25.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLB006, SLJ002,  SLB006,  SLK002, SLK012, SLK002"
Vegetable Fried Rice,"Wambatu Moju, Devilled Chicken, Ala Badun, Cashew Curry","Vegetable Fried Rice with Wambatu Moju, Devilled Chicken, Ala Badun, Cashew Curry","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Chili, Potato,  Oil, Cashew,  Coconut milk","100, 20, 20, 60.0, 8.0, 12.5, 20.0, 0.5, 5.0, 50.0, 15.0, 40.0, 10.0, 50.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLH006, SLK002, SLB006, SLJ002, SLI004,  SLI005"
Vegetable Fried Rice,"Parippu, Devilled Fish, Cashew Curry, Green Pea Curry","Vegetable Fried Rice with Parippu, Devilled Fish, Cashew Curry, Green Pea Curry","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Fish,  Chili, Cashew,  Coconut milk, Green pea","100, 20, 20, 25.0, 3, 7.5, 10.0, 10.0, 5.0, 50.0, 25.0, 50.0, 50.0, 50.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLF006, SLK002, SLI004,  SLI005, SLC007"
Vegetable Fried Rice,"Devilled Chicken, Ala Badun, Green Pea Curry, Ginger Chicken","Vegetable Fried Rice with Devilled Chicken, Ala Badun, Green Pea Curry, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili, Potato,  Oil, Green pea,  Coconut milk,  Ginger","100, 20, 20, 55.0, 8.0, 12.5, 100.0, 25.0, 40.0, 10.0, 50.0, 25.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLB006, SLJ002, SLC007,  SLI005, SLK012"
Vegetable Fried Rice,"Chicken Curry, Devilled Fish, Ginger Chicken, Tapioca Chips","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Ginger Chicken, Tapioca Chips","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Ginger, Tapioca,  Oil,  Salt","100, 20, 20, 25.0, 8.0, 7.5, 90.0, 10.0, 50.0, 15.0, 25.0, 50.0, 20.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLK012, SLB011,  SLJ002,  SLK002"
Vegetable Fried Rice,"Parippu, Devilled Chicken, Fish Cutlets, Ginger Chicken","Vegetable Fried Rice with Parippu, Devilled Chicken, Fish Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken,  Chili, Fish,  Potatoes,  Chillies,  Ginger","100, 20, 20, 25.0, 3, 12.5, 10.0, 10.0, 5.0, 100.0, 15.0, 30.0, 50.0, 10.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLH006, SLK002, SLF034,  SLB006,  SLK002, SLK012"
Vegetable Fried Rice,"Chicken Curry, Ala Badun, Cashew Curry, Vegetable Cutlets","Vegetable Fried Rice with Chicken Curry, Ala Badun, Cashew Curry, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Potato,  Oil, Cashew,  Coconut milk,  Chillies,  Potatoes,  Chillies","100, 50.0, 20, 35.0, 13.0, 2.5, 40.0, 10.0, 40.0, 10.0, 50.0, 25.0, 10.0, 40.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLB006, SLJ002, SLI004,  SLI005, SLK002,  SLB006,  SLK002"
Vegetable Fried Rice,"Green Pea Curry, Fish Cutlets, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Green Pea Curry, Fish Cutlets, Vegetable Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Green pea,  Coconut milk,  Chillies, Fish,  Potatoes,  Chillies, cheese,  pepper","100, 50.0, 20, 5, 3, 2.5, 50.0, 25.0, 10.0, 30.0, 150.0, 20.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC007,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Devilled Fish, Fish Cutlets, Vegetable Cutlets","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Fish Cutlets, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili, Fish,  Potatoes,  Chillies","100, 50.0, 20, 25.0, 8.0, 7.5, 40.0, 10.0, 50.0, 5.0, 30.0, 90.0, 20.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Green Pea Curry, Ginger Chicken, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Green Pea Curry, Ginger Chicken, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Green pea,  Coconut milk,  Chillies,  Ginger,  leeks,  Jackfruit,  Potatoes,  pepper","100, 50.0, 20, 5, 8.0, 2.5, 90.0, 10.0, 50.0, 25.0, 20.0, 25.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC007,  SLI005, SLK002, SLK012,  SLD055,  SLD049"
Vegetable Fried Rice,"Parippu, Wambatu Moju, Chicken Curry, potatoe cheese Balls","Vegetable Fried Rice with Parippu, Wambatu Moju, Chicken Curry, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Chicken, cheese,  Potatoes,  pepper","100, 20, 20, 10.0, 8.0, 2.5, 10.0, 20.0, 5.0, 20.0, 0.5, 5.0, 40.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLD019, SLI017, , SLH006, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Devilled Fish, Fish Cutlets","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Devilled Fish, Fish Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili, Fish,  Potatoes,  Chillies","100, 20, 20, 25.0, 13.0, 7.5, 80.0, 20.0, 50.0, 5.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Ala Badun, Green Pea Curry, Fish Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Ala Badun, Green Pea Curry, Fish Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Potato,  Oil, Green pea,  Coconut milk,  Chillies, Fish,  Potatoes,  Chillies, cheese,  pepper","100, 20, 20, 35.0, 8.0, 2.5, 40.0, 10.0, 50.0, 25.0, 10.0, 30.0, 110.0, 10.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLB006, SLJ002, SLC007,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Wambatu Moju, Cashew Curry, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Wambatu Moju, Cashew Curry, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, tomato sause, Cashew,  Coconut milk,  Chillies,  Ginger","100, 20, 20, 10.0, 8.0, 2.5, 90.0, 10.0, 20.0, 0.5, 5.0, 50.0, 25.0, 20.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLD019, SLI017, , SLI004,  SLI005, SLK002, SLK012"
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Devilled Fish, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Devilled Fish, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Ginger","100, 20, 20, 25.0, 13.0, 7.5, 130.0, 20.0, 50.0, 15.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLK012"
Vegetable Fried Rice,"Wambatu Moju, Chicken Curry, Ala Badun, Fish Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Wambatu Moju, Chicken Curry, Ala Badun, Fish Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Coconut milk, Potato,  Oil, Fish,  Potatoes,  Chillies, cheese,  pepper","100, 20, 20, 40.0, 13.0, 2.5, 20.0, 0.5, 5.0, 40.0, 10.0, 40.0, 10.0, 30.0, 110.0, 10.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLH006, SLI005, SLB006, SLJ002, SLF034,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Wambatu Moju, Devilled Chicken, Green Pea Curry, Ginger Chicken, Fish Cutlets","Vegetable Fried Rice with Wambatu Moju, Devilled Chicken, Green Pea Curry, Ginger Chicken, Fish Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Chili, Green pea,  Coconut milk,  Ginger, Fish,  Potatoes,  Chillies","100, 20, 20, 30.0, 3, 12.5, 20.0, 0.5, 5.0, 100.0, 25.0, 50.0, 25.0, 25.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLH006, SLK002, SLC007,  SLI005, SLK012, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Wambatu Moju, Chicken Curry, Cashew Curry, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Wambatu Moju, Chicken Curry, Cashew Curry, Vegetable Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Coconut milk, Cashew,  Coconut milk,  Chillies,  Potatoes,  Chillies, cheese,  pepper","100, 50.0, 20, 10.0, 8.0, 2.5, 20.0, 0.5, 5.0, 40.0, 10.0, 50.0, 25.0, 10.0, 100.0, 10.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLH006, SLI005, SLI004,  SLI005, SLK002,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Cashew Curry, Ginger Chicken, Vegetable Cutlets, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Cashew Curry, Ginger Chicken, Vegetable Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Cashew,  Coconut milk,  Chillies,  Ginger,  Potatoes,  Chillies","100, 50.0, 20, 5, 8.0, 2.5, 140.0, 10.0, 50.0, 25.0, 30.0, 50.0, 40.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLI004,  SLI005, SLK002, SLK012,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Green Pea Curry, Vegetable Cutlets, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Green Pea Curry, Vegetable Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Green pea,  Coconut milk,  Chillies,  Potatoes,  Chillies,  Ginger","100, 50.0, 20, 5, 13.0, 2.5, 130.0, 20.0, 50.0, 25.0, 20.0, 40.0, 10.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC007,  SLI005, SLK002,  SLB006,  SLK002, SLK012"
Vegetable Fried Rice,"Wambatu Moju, Ala Badun, Green Pea Curry, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Ala Badun, Green Pea Curry, Tapioca Chips, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Potato,  Oil, Green pea,  Coconut milk,  Chillies, Tapioca,  Oil,  Salt, Chicken,  Ginger","100, 20, 20, 40.0, 8.0, 2.5, 20.0, 0.5, 5.0, 40.0, 10.0, 50.0, 25.0, 20.0, 50.0, 20.0, 10.0, 50.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLB006, SLJ002, SLC007,  SLI005, SLK002, SLB011,  SLJ002,  SLK002, SLH006, SLK012"
Vegetable Fried Rice,"Parippu, Cashew Curry, Ginger Chicken, Fish Cutlets, Tapioca Chips","Vegetable Fried Rice with Parippu, Cashew Curry, Ginger Chicken, Fish Cutlets, Tapioca Chips","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Cashew,  Coconut milk,  Chillies, Chicken,  Ginger, Fish,  Potatoes,  Chillies, Tapioca,  Oil","100, 20, 20, 5, 3, 2.5, 10.0, 10.0, 5.0, 50.0, 25.0, 20.0, 50.0, 25.0, 30.0, 50.0, 20.0, 50.0, 20.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLI004,  SLI005, SLK002, SLH006, SLK012, SLF034,  SLB006,  SLK002, SLB011,  SLJ002"
Vegetable Fried Rice,"Devilled Fish, Ala Badun, Cashew Curry, potatoe cheese Balls, Ginger Chicken","Vegetable Fried Rice with Devilled Fish, Ala Badun, Cashew Curry, potatoe cheese Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Fish,  Chili, Potato,  Oil, Cashew,  Coconut milk, cheese,  Potatoes,  pepper, Chicken,  Ginger","100, 20, 20, 55.0, 8.0, 7.5, 50.0, 25.0, 40.0, 10.0, 50.0, 25.0, 30.0, 60.0, 10.0, 50.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLF006, SLK002, SLB006, SLJ002, SLI004,  SLI005, SLG002,  SLB006,  SLK018, SLH006, SLK012"
Vegetable Fried Rice,"Parippu, Devilled Fish, Cashew Curry, Green Pea Curry, Vegetable Balls","Vegetable Fried Rice with Parippu, Devilled Fish, Cashew Curry, Green Pea Curry, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Fish,  Chili, Cashew,  Coconut milk, Green pea,  leeks,  Jackfruit,  Potatoes,  pepper","100, 50.0, 20, 25.0, 3, 7.5, 10.0, 10.0, 5.0, 50.0, 25.0, 50.0, 50.0, 50.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLF006, SLK002, SLI004,  SLI005, SLC007,  SLD055,  SLD049"
Vegetable Fried Rice,"Chicken Curry, Parippu, Ala Badun, Green Pea Curry, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Parippu, Ala Badun, Green Pea Curry, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder, Potato,  Oil, Green pea,  Coconut milk,  Chillies, cheese,  Potatoes,  pepper","100, 20, 20, 35.0, 13.0, 2.5, 40.0, 20.0, 10.0, 5.0, 40.0, 10.0, 50.0, 25.0, 10.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC009, SLK019, SLB006, SLJ002, SLC007,  SLI005, SLK002, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Wambatu Moju, Devilled Chicken, Cashew Curry, Green Pea Curry, Fish Cutlets","Vegetable Fried Rice with Wambatu Moju, Devilled Chicken, Cashew Curry, Green Pea Curry, Fish Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Chili, Cashew,  Coconut milk, Green pea, Fish,  Potatoes,  Chillies","100, 20, 20, 30.0, 3, 12.5, 20.0, 0.5, 5.0, 50.0, 25.0, 50.0, 50.0, 50.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLH006, SLK002, SLI004,  SLI005, SLC007, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Parippu, Ala Badun, Ginger Chicken, Vegetable Cutlets, Ginger Chicken","Vegetable Fried Rice with Parippu, Ala Badun, Ginger Chicken, Vegetable Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Potato,  Oil, Chicken,  Ginger,  Chillies,  Potatoes,  Chillies","100, 50.0, 20, 35.0, 8.0, 2.5, 10.0, 10.0, 5.0, 40.0, 10.0, 100.0, 50.0, 20.0, 40.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLB006, SLJ002, SLH006, SLK012, SLK002,  SLB006,  SLK002"
Vegetable Fried Rice,"Devilled Fish, Cashew Curry, Green Pea Curry, Fish Cutlets, Tapioca Chips","Vegetable Fried Rice with Devilled Fish, Cashew Curry, Green Pea Curry, Fish Cutlets, Tapioca Chips","Rice, carrot, leeks, onion,  Spices, curry leaves, Fish,  Chili, Cashew,  Coconut milk, Green pea, Fish,  Potatoes,  Chillies, Tapioca,  Oil","100, 20, 20, 25.0, 3, 7.5, 50.0, 25.0, 50.0, 50.0, 50.0, 30.0, 50.0, 20.0, 50.0, 20.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLF006, SLK002, SLI004,  SLI005, SLC007, SLF034,  SLB006,  SLK002, SLB011,  SLJ002"
